,KQ[0],KQ[1],KQ[2],KQ[3],KQ[4],KQ[5],KQ[6],KQ[7],KQ[8],KQ[9],KQ[10],KQ[11],KQ[12],KQ[13],KQ[14],KQ[15],KQ[16],KQ[17],KQ[18],KQ[19],KQ[20],KQ[21],KQ[22],KQ[23],KQ[24],KQ[25],KQ[26]
31-10-2022,43,68,42,62,20,33,43,79,87,83,16,68,47,15,9,1,21,68,58,0,4,40,9,2,31,59,16
01-11-2022,76,94,1,34,78,6,24,64,60,9,23,43,4,73,66,3,5,26,39,33,99,74,66,79,76,46,50
02-11-2022,46,0,2,67,43,47,69,14,12,92,34,99,26,38,40,20,11,98,78,42,14,58,90,8,33,36,78
03-11-2022,19,70,33,37,64,38,20,73,52,68,94,30,57,20,25,32,45,47,39,43,11,30,54,22,57,54,16
04-11-2022,71,7,50,90,23,77,76,14,28,9,4,42,65,83,30,11,41,96,92,72,43,46,48,48,2,5,42
05-11-2022,87,57,13,82,54,64,80,83,70,34,78,36,82,83,21,59,27,98,76,87,4,33,59,22,96,21,3
06-11-2022,71,52,36,50,28,36,98,5,42,11,2,65,26,91,61,6,91,95,87,51,33,15,60,50,36,64,96
07-11-2022,67,44,60,24,62,54,40,35,21,28,40,8,48,18,34,0,70,34,72,62,5,29,74,41,25,57,17
08-11-2022,30,44,41,83,89,89,61,92,94,96,50,19,74,24,86,11,41,81,79,86,21,74,97,41,97,10,96
09-11-2022,65,70,23,85,23,90,78,60,88,5,45,65,42,59,56,21,9,7,21,51,66,78,30,17,42,90,34
10-11-2022,10,51,25,92,61,66,57,6,96,32,20,64,67,23,89,7,90,75,67,7,36,85,28,32,64,98,25
11-11-2022,36,76,54,59,84,13,87,23,79,21,13,42,14,57,61,65,75,54,3,13,70,40,36,8,89,92,12
12-11-2022,11,66,39,72,20,93,95,43,28,10,22,76,62,27,65,36,79,99,17,26,7,35,0,61,73,32,91
13-11-2022,5,59,46,31,51,38,71,10,12,21,22,2,96,53,28,98,42,81,5,30,13,66,5,20,21,36,1
14-11-2022,34,78,89,53,6,21,49,53,76,92,21,6,77,5,88,83,90,52,13,53,14,40,71,56,67,31,42
15-11-2022,6,62,97,41,80,76,19,10,59,9,94,14,58,70,4,16,14,78,11,99,74,2,4,2,57,50,82
16-11-2022,78,33,89,52,31,55,86,51,82,71,55,73,83,3,39,82,80,45,25,25,31,57,0,94,53,70,58
17-11-2022,76,0,49,60,48,95,51,81,10,26,31,15,0,55,79,16,95,24,7,19,8,98,66,97,50,75,99
18-11-2022,92,58,81,16,70,20,70,40,87,39,23,50,79,22,76,7,31,57,80,58,53,84,51,43,12,84,7
19-11-2022,34,31,53,34,62,73,4,3,67,53,69,10,39,52,3,66,0,83,29,20,76,69,84,4,50,54,98
20-11-2022,70,3,70,20,76,26,36,4,8,3,18,32,64,72,9,39,74,74,73,22,20,44,37,52,33,61,24
21-11-2022,91,34,46,25,11,26,82,25,99,91,8,47,0,85,51,77,30,4,43,59,53,67,38,96,25,69,47
22-11-2022,29,74,39,90,56,76,46,90,51,67,53,15,26,72,90,30,21,43,98,12,12,76,16,50,13,41,49
23-11-2022,79,73,6,31,34,15,14,68,64,91,55,51,41,29,48,24,63,35,13,84,78,94,32,75,68,73,3
24-11-2022,96,2,18,14,53,70,43,91,13,77,33,87,62,97,36,73,78,65,77,61,58,80,29,7,87,48,81
25-11-2022,19,0,39,23,92,39,94,55,11,82,46,65,0,38,30,50,71,26,12,24,68,90,85,96,56,66,83
26-11-2022,96,31,76,24,82,61,83,92,76,8,83,37,23,21,72,97,75,46,47,82,54,24,91,83,44,66,3
27-11-2022,57,62,41,64,71,28,19,65,87,2,96,72,85,94,32,8,46,86,82,1,95,20,42,42,55,21,80
28-11-2022,7,87,37,99,96,83,22,33,91,41,17,46,30,90,7,0,72,6,48,90,37,66,75,0,38,53,46
29-11-2022,80,33,82,38,71,19,71,55,81,69,21,73,95,4,64,33,55,64,43,55,67,70,12,3,69,77,61
30-11-2022,12,52,89,93,61,66,74,94,44,41,13,72,79,69,90,79,81,99,82,59,36,60,58,51,35,67,57
01-12-2022,70,32,30,90,44,52,82,46,37,28,36,55,17,5,24,76,6,42,51,98,15,11,71,40,65,69,32
02-12-2022,23,15,1,40,38,5,88,80,65,2,77,21,33,61,78,93,60,91,5,78,6,71,2,61,22,44,16
03-12-2022,76,72,9,57,53,28,54,90,55,80,45,1,3,62,33,80,63,18,88,49,94,37,44,61,55,93,46
04-12-2022,28,7,83,1,96,26,88,57,20,86,81,28,83,36,41,20,64,51,61,85,17,82,77,21,10,67,39
05-12-2022,54,42,82,38,64,20,83,3,40,85,28,18,71,34,92,54,42,36,0,12,60,56,59,41,70,91,63
06-12-2022,7,90,7,93,43,78,33,10,83,18,73,52,7,70,64,70,93,83,27,86,47,68,34,56,1,58,94
07-12-2022,79,78,93,67,18,26,58,73,54,65,73,31,91,87,25,65,96,31,84,30,56,6,67,17,4,81,79
08-12-2022,22,52,95,80,85,76,47,12,27,64,92,44,1,95,2,83,67,12,89,61,65,53,92,89,54,30,94
09-12-2022,71,9,68,56,52,8,7,32,25,51,43,37,53,24,32,99,38,97,79,36,18,97,79,34,85,82,33
10-12-2022,78,15,92,28,59,30,40,99,45,23,47,97,80,91,46,78,60,92,99,56,72,28,45,68,74,95,38
11-12-2022,15,78,20,10,93,70,85,13,82,0,85,30,26,24,13,34,66,94,84,61,6,92,72,54,80,25,36
12-12-2022,80,87,20,58,31,88,21,57,90,86,23,28,88,36,67,77,73,31,88,48,48,0,40,42,21,58,95
13-12-2022,88,84,89,10,35,9,2,59,88,71,71,8,89,55,51,7,60,70,61,98,56,21,17,41,91,15,64
14-12-2022,7,41,46,19,44,25,18,87,37,75,11,79,7,72,22,13,8,28,51,95,58,68,64,24,96,44,56
15-12-2022,59,93,95,40,62,26,19,10,89,10,26,32,4,59,15,47,22,14,91,71,33,16,14,76,42,71,27
16-12-2022,86,61,78,99,18,9,43,1,44,96,24,88,43,40,34,65,19,39,83,21,22,44,82,42,95,26,15
17-12-2022,24,34,33,65,8,97,91,33,71,18,41,75,57,32,20,60,81,39,46,25,49,55,47,29,56,88,14
18-12-2022,5,58,92,25,24,50,38,20,61,59,80,48,42,62,32,50,85,50,64,24,4,59,56,98,79,69,29
19-12-2022,30,49,98,27,62,52,95,98,35,21,45,73,59,24,20,18,96,99,9,70,67,20,72,57,28,92,3
20-12-2022,48,38,91,5,45,56,52,29,15,99,73,12,60,0,60,21,7,74,86,36,13,73,3,34,83,78,28
21-12-2022,62,64,37,8,17,69,1,18,60,87,37,19,34,45,71,14,64,55,38,82,26,12,38,28,82,39,64
22-12-2022,38,21,18,82,14,15,93,54,62,46,54,68,39,82,97,15,81,10,74,16,28,9,99,25,12,41,54
23-12-2022,27,34,40,11,89,23,27,41,95,81,11,46,65,83,6,2,29,22,80,96,76,73,60,97,75,5,17
24-12-2022,34,53,88,25,33,5,12,88,17,39,38,46,64,39,11,17,40,25,89,85,35,96,90,82,27,98,93
25-12-2022,36,42,27,62,42,70,51,12,79,16,13,46,11,23,38,81,6,90,35,3,96,58,74,63,55,93,48
26-12-2022,0,16,19,70,72,6,43,10,29,91,62,54,31,63,93,67,53,23,12,68,26,82,36,79,36,48,34
27-12-2022,97,19,53,38,82,87,29,86,46,32,44,88,2,44,89,37,80,2,44,50,15,41,64,30,68,74,60
28-12-2022,45,66,29,34,27,94,16,79,77,13,92,15,58,3,73,30,17,50,75,67,67,60,31,67,68,96,51
29-12-2022,49,22,33,95,35,36,8,30,33,65,76,82,17,87,54,6,47,66,61,41,75,2,83,8,31,38,9
30-12-2022,12,1,54,68,90,63,92,95,65,72,41,96,36,92,60,68,10,31,26,58,27,55,63,94,82,55,51
31-12-2022,91,35,60,47,47,9,5,73,73,83,35,89,20,73,89,29,75,60,27,72,85,85,79,62,85,91,30
01-01-2023,5,28,67,29,79,31,30,42,53,73,50,37,49,14,79,34,77,52,63,88,64,43,91,59,47,96,67
02-01-2023,65,59,7,68,34,83,73,32,38,86,97,32,91,73,13,77,52,42,16,89,94,69,3,82,16,80,45
03-01-2023,49,43,76,41,26,31,74,20,48,65,24,50,78,10,55,8,20,85,65,45,54,44,96,42,51,81,72
04-01-2023,57,31,26,67,79,5,48,7,82,49,39,31,90,43,94,7,92,57,32,9,70,84,20,14,83,79,25
05-01-2023,91,10,58,67,35,98,53,91,35,57,25,12,26,34,78,41,16,11,97,30,65,96,16,65,61,91,27
06-01-2023,70,8,79,82,93,6,35,42,31,44,54,75,77,83,84,64,32,81,16,73,87,86,57,75,66,10,21
07-01-2023,97,48,75,48,50,79,97,95,88,35,13,15,41,12,22,6,51,50,77,23,10,96,35,95,12,5,93
08-01-2023,40,65,25,45,55,69,22,57,39,60,27,58,77,24,64,77,11,95,12,38,89,82,91,84,73,61,44
09-01-2023,14,70,59,57,67,38,52,27,11,84,59,57,26,34,25,65,17,11,89,17,47,54,3,91,86,30,15
10-01-2023,91,40,96,88,51,9,51,29,66,57,86,53,45,88,46,99,64,80,0,42,61,13,43,44,46,75,18
11-01-2023,42,11,15,10,52,17,42,31,92,81,10,80,41,85,49,97,89,76,60,94,1,55,14,97,79,12,74
12-01-2023,52,49,21,55,19,25,40,30,79,56,2,84,18,18,34,82,74,83,94,70,22,47,5,47,29,85,0
13-01-2023,62,13,56,74,62,62,94,68,98,50,34,44,92,18,14,56,91,32,10,68,62,60,38,70,73,54,66
14-01-2023,40,86,30,92,77,40,42,34,16,66,13,75,75,27,37,18,79,35,96,34,49,18,56,2,34,82,81
15-01-2023,21,45,90,92,92,79,16,41,80,64,1,94,91,69,33,12,8,4,78,4,38,66,49,45,57,0,28
16-01-2023,60,87,24,55,98,74,18,21,66,68,99,93,23,38,32,56,87,67,79,85,56,95,5,53,7,71,23
17-01-2023,63,43,69,53,86,92,6,48,39,21,95,1,82,28,43,17,99,22,36,11,97,42,29,35,29,4,55
18-01-2023,82,52,93,16,64,66,40,52,35,30,42,5,5,4,56,80,1,81,60,27,26,95,35,69,4,35,86
19-01-2023,57,46,22,45,40,40,10,18,97,55,63,63,82,32,42,1,25,16,35,50,15,20,74,26,23,57,96
20-01-2023,69,13,61,38,10,93,2,0,38,49,55,85,0,6,38,58,67,46,2,67,16,32,86,18,36,82,59
25-01-2023,71,82,73,3,56,47,7,63,55,9,43,28,10,11,48,40,84,12,54,49,83,87,37,7,18,29,55
26-01-2023,64,42,31,2,78,62,88,57,83,85,4,44,25,40,53,8,88,31,34,16,0,74,64,32,60,46,20
27-01-2023,59,70,48,5,39,51,70,75,22,83,87,94,82,88,89,26,52,20,8,79,66,1,63,93,42,35,69
28-01-2023,19,95,87,70,99,76,95,44,65,81,26,81,51,91,68,12,13,40,74,83,13,4,36,30,87,80,75
29-01-2023,79,66,94,34,98,6,15,84,11,56,54,93,23,38,42,89,34,88,27,20,34,48,71,35,26,48,3
30-01-2023,79,98,24,25,29,58,78,10,46,57,40,37,12,95,99,64,72,89,20,91,1,19,24,96,65,3,70
31-01-2023,61,84,1,59,71,23,41,36,77,9,81,22,16,68,8,75,57,90,21,61,40,15,55,7,15,20,49
01-02-2023,38,89,85,38,35,48,84,92,18,62,41,68,16,29,63,37,84,12,65,47,42,76,9,74,54,61,6
02-02-2023,55,82,34,27,69,54,61,87,74,38,42,8,79,94,0,70,34,2,30,19,4,6,19,51,19,90,89
03-02-2023,66,12,74,91,39,46,31,74,76,88,91,94,90,39,94,69,11,53,49,22,61,46,37,29,67,28,25
04-02-2023,48,74,83,34,95,47,12,38,60,14,46,74,57,0,64,63,77,33,88,98,4,22,10,77,6,18,96
05-02-2023,94,99,33,73,20,43,64,78,29,17,37,60,9,94,90,27,59,95,20,80,78,72,57,85,74,31,79
06-02-2023,92,86,31,34,92,61,25,43,87,10,14,9,58,88,74,50,20,14,10,17,94,35,99,95,56,66,19
07-02-2023,98,86,6,45,83,64,11,99,65,80,17,96,1,92,3,86,49,61,61,71,84,65,16,44,4,62,23
08-02-2023,64,79,4,65,54,96,93,35,78,97,92,42,33,44,92,9,76,30,35,15,55,84,39,30,21,29,83
09-02-2023,37,95,90,87,1,95,5,53,55,16,89,97,79,83,36,43,34,34,30,56,68,40,40,70,52,79,13
10-02-2023,20,92,11,79,44,95,40,61,88,47,57,3,17,82,64,70,99,34,52,87,49,16,42,27,17,90,53
11-02-2023,13,34,60,6,43,80,85,29,39,65,43,88,7,55,40,19,62,33,62,64,13,63,91,23,31,13,97
12-02-2023,41,11,9,74,83,79,79,68,80,4,17,72,86,54,16,10,72,90,67,68,43,44,3,63,42,35,13
13-02-2023,16,72,31,90,33,20,51,96,37,4,8,14,19,63,8,85,60,15,19,62,99,17,38,68,35,88,42
14-02-2023,41,25,91,45,17,66,1,82,48,21,13,27,62,53,82,40,68,44,4,96,93,22,37,20,77,38,84
15-02-2023,58,23,21,13,80,16,14,86,11,88,41,84,18,22,66,72,47,54,45,4,2,24,8,54,75,72,82
16-02-2023,43,2,87,95,56,62,91,53,11,38,53,8,39,14,5,36,68,74,32,78,12,64,14,89,40,34,86
17-02-2023,35,38,55,79,42,1,68,50,10,49,99,15,37,39,98,10,56,15,88,32,70,35,91,56,2,40,94
18-02-2023,71,96,4,79,10,29,6,78,45,33,7,71,39,93,2,94,98,58,9,72,35,16,21,16,78,46,36
19-02-2023,64,13,98,82,45,72,7,87,42,79,61,14,63,65,44,62,35,53,10,65,70,4,75,54,4,48,50
20-02-2023,75,6,54,16,85,47,76,38,9,16,32,16,73,80,48,58,17,49,63,31,65,67,33,96,41,42,68
21-02-2023,81,75,89,10,17,86,67,8,82,34,62,86,92,32,17,10,57,47,43,60,62,16,35,8,74,82,10
22-02-2023,57,28,98,56,1,10,30,52,78,62,30,44,62,17,11,51,9,99,79,60,56,99,3,80,87,44,9
23-02-2023,64,69,79,35,18,90,79,6,18,58,55,54,47,34,82,49,37,32,78,10,38,5,90,3,93,82,56
24-02-2023,79,30,15,41,58,67,66,62,54,94,83,93,65,99,17,85,95,52,75,25,11,30,88,85,36,70,51
25-02-2023,15,23,74,64,94,44,40,14,21,90,70,24,63,70,27,64,94,75,15,60,67,5,4,68,40,91,77
26-02-2023,60,40,93,13,44,97,71,4,28,60,48,41,41,0,41,41,65,4,19,8,97,74,6,41,71,90,63
27-02-2023,58,34,20,71,39,82,20,67,19,61,54,9,78,97,99,66,69,55,34,93,15,94,98,24,0,65,16
28-02-2023,27,77,15,92,46,58,4,89,24,0,89,90,89,50,4,60,42,4,88,65,90,0,5,36,60,58,11
01-03-2023,2,93,52,77,38,18,49,59,96,92,64,34,75,93,42,97,3,91,91,59,50,65,46,55,92,70,12
02-03-2023,77,33,46,71,91,40,69,26,83,57,2,15,96,81,27,98,34,20,35,82,54,89,75,9,96,23,53
03-03-2023,56,73,52,97,52,48,58,76,53,92,66,39,57,22,48,86,7,92,5,63,68,39,57,53,35,77,97
04-03-2023,43,46,2,26,65,28,40,38,87,70,9,29,47,39,53,45,86,99,84,45,17,25,25,96,47,10,23
05-03-2023,18,26,50,73,49,32,9,87,58,41,88,60,43,9,86,58,70,16,69,11,63,78,89,55,1,37,62
06-03-2023,19,71,52,94,17,34,44,58,55,74,87,16,85,25,65,26,83,57,71,16,46,8,79,47,73,97,23
07-03-2023,77,92,61,41,55,73,10,84,39,48,65,85,30,14,66,78,40,0,23,43,44,41,55,0,4,38,45
08-03-2023,87,61,67,96,11,81,12,59,14,28,26,24,56,24,81,13,90,0,35,73,5,89,94,81,62,59,2
09-03-2023,5,88,3,92,27,64,21,9,73,74,21,36,75,39,33,77,78,55,13,38,47,34,27,51,56,78,37
10-03-2023,20,47,56,17,30,79,57,88,86,12,49,46,95,84,1,49,69,25,74,35,10,45,49,97,7,58,81
11-03-2023,76,11,62,87,45,6,78,92,26,22,23,1,7,39,94,26,20,5,11,5,80,43,89,8,68,94,48
12-03-2023,95,85,90,47,8,68,20,99,46,64,45,72,60,66,85,33,77,98,39,46,8,93,97,3,96,19,8
13-03-2023,75,88,95,10,29,32,95,87,20,11,56,55,5,23,72,89,20,50,25,11,3,69,94,80,74,83,51
14-03-2023,79,11,85,63,5,10,33,38,74,44,35,90,20,77,60,49,39,22,26,41,61,58,33,76,78,40,9
15-03-2023,24,58,12,49,75,85,54,92,44,26,63,46,74,10,58,3,38,49,21,86,0,28,50,35,83,26,41
16-03-2023,81,72,50,21,7,42,92,23,6,97,18,56,22,34,72,83,1,31,20,37,45,95,12,92,44,89,4
17-03-2023,89,86,67,79,75,43,8,50,1,32,69,11,18,93,46,11,78,63,6,47,6,58,19,9,5,65,60
18-03-2023,70,44,60,8,99,26,23,96,95,74,22,79,31,2,34,3,47,37,88,27,97,79,81,44,97,13,93
19-03-2023,3,4,33,70,21,56,46,56,56,91,26,33,56,48,34,63,61,8,62,43,62,92,34,4,72,23,96
20-03-2023,92,77,60,83,29,38,99,90,63,42,79,4,41,48,9,5,10,22,52,32,17,12,82,29,54,10,42
21-03-2023,64,33,31,34,51,0,33,86,62,36,26,54,48,15,68,63,37,85,20,12,57,18,32,61,9,39,59
22-03-2023,98,37,63,29,44,50,67,97,74,22,42,60,68,69,57,26,4,46,19,94,13,79,57,16,56,29,44
23-03-2023,83,36,56,69,90,74,5,57,70,54,78,64,18,97,61,94,60,84,72,7,91,84,46,46,34,28,91
24-03-2023,57,79,69,85,41,54,56,4,83,85,52,95,44,40,56,49,49,52,2,6,46,59,35,72,4,96,1
25-03-2023,73,74,49,99,18,79,58,73,68,59,43,84,72,95,50,85,90,64,17,56,14,30,14,74,22,98,97
26-03-2023,65,64,17,22,70,9,23,89,71,34,2,73,63,66,66,78,88,10,60,46,95,60,44,30,52,63,13
27-03-2023,30,31,84,17,42,74,7,5,72,85,88,58,19,96,53,38,0,30,33,8,89,36,16,91,85,30,55
28-03-2023,28,68,2,38,52,32,78,4,66,91,99,99,82,37,81,74,17,44,81,43,20,26,67,30,22,92,1
29-03-2023,67,13,44,17,68,10,66,56,73,74,95,91,32,56,33,80,16,98,41,16,61,16,3,60,85,39,71
30-03-2023,4,32,20,37,23,86,23,16,45,18,12,64,85,75,94,39,29,40,13,70,74,36,42,17,95,41,89
31-03-2023,81,62,3,47,89,48,41,51,25,86,47,48,81,47,87,28,53,68,67,83,34,95,92,42,8,22,16
01-04-2023,44,58,2,55,85,95,61,42,56,29,62,28,48,65,76,9,65,50,70,75,49,93,72,9,18,34,91
02-04-2023,44,87,90,57,39,67,87,99,19,21,73,17,36,39,6,24,77,97,40,56,57,54,95,96,7,70,77
03-04-2023,33,29,76,45,52,84,50,42,9,81,23,25,71,84,32,46,78,84,69,57,16,32,99,65,89,71,53
04-04-2023,45,33,24,90,24,80,96,24,82,88,50,93,4,76,34,59,1,21,84,83,15,45,50,44,38,59,88
05-04-2023,26,72,47,81,76,15,59,20,49,49,59,86,52,14,14,0,59,13,58,14,79,27,66,85,26,25,55
06-04-2023,11,42,12,49,71,10,5,89,91,63,5,31,58,44,51,21,93,33,93,6,36,12,34,60,25,68,65
07-04-2023,36,24,56,47,50,38,10,12,49,29,8,30,39,64,47,58,71,86,69,4,63,65,6,0,44,72,22
08-04-2023,15,73,33,20,33,80,70,58,55,18,12,16,96,86,44,3,87,59,43,66,75,49,1,12,54,73,22
09-04-2023,26,93,74,14,68,98,7,90,71,13,16,2,9,42,16,41,19,31,58,33,69,23,43,2,73,58,12
10-04-2023,63,4,5,0,32,72,80,61,95,52,43,3,59,21,87,55,46,84,56,58,52,39,19,13,54,34,96
11-04-2023,39,45,96,16,85,23,68,71,40,36,50,58,69,71,17,15,26,98,60,96,89,32,60,22,64,26,84
12-04-2023,95,82,10,54,19,23,33,77,69,16,42,62,29,96,56,21,44,53,10,57,9,4,66,97,54,39,28
13-04-2023,65,9,89,11,66,98,3,4,60,61,99,49,60,8,96,57,7,67,46,92,19,60,99,63,35,38,12
14-04-2023,34,70,20,78,17,51,84,49,32,81,43,0,3,38,32,38,51,70,9,2,29,57,62,88,23,60,79
15-04-2023,14,10,30,77,5,83,29,19,20,72,80,91,42,23,35,75,88,55,99,35,77,21,4,11,53,81,27
16-04-2023,48,27,86,80,24,10,69,3,43,69,41,22,77,20,37,56,12,35,35,0,3,44,21,26,28,70,72
17-04-2023,76,34,41,33,99,68,75,80,34,76,74,50,18,11,7,39,1,58,4,91,13,23,23,7,12,63,92
18-04-2023,61,15,59,81,40,32,30,63,33,80,25,1,75,58,86,17,44,40,27,53,74,16,18,2,44,69,34
19-04-2023,85,0,3,15,57,17,14,75,13,84,14,50,36,17,80,49,1,13,52,95,77,90,48,99,88,52,4
20-04-2023,23,47,87,60,14,72,11,39,67,29,47,38,78,41,91,86,21,48,59,17,31,35,23,0,46,30,93
21-04-2023,14,97,17,1,29,60,21,53,46,5,48,89,19,7,39,19,91,75,53,16,62,36,36,94,7,65,97
22-04-2023,52,39,52,97,63,31,42,69,53,52,43,71,24,1,77,32,8,51,3,61,61,24,34,23,97,41,22
23-04-2023,79,48,14,95,92,38,76,42,63,82,31,96,62,88,28,25,37,39,15,51,88,51,61,6,16,53,35
24-04-2023,5,9,21,2,11,81,46,29,53,86,15,75,73,3,83,81,30,26,79,51,47,74,70,48,86,10,63
25-04-2023,83,9,29,88,27,81,15,57,73,44,50,42,38,86,6,35,98,17,55,70,11,70,29,6,58,25,66
26-04-2023,75,22,41,68,89,56,87,0,42,97,17,48,45,11,6,55,11,3,45,26,48,30,95,17,60,41,90
27-04-2023,55,79,73,24,38,86,70,95,73,64,84,57,41,74,45,43,93,32,90,27,68,70,65,74,2,50,16
28-04-2023,96,57,60,28,26,85,31,67,64,70,12,85,50,19,20,0,31,62,53,99,93,8,10,24,38,96,66
29-04-2023,39,91,98,64,82,56,5,24,35,62,60,6,70,55,45,30,52,90,7,24,23,3,19,91,31,29,21
30-04-2023,19,62,38,37,83,6,76,83,46,86,89,38,1,78,68,6,65,84,13,40,27,11,63,50,70,88,22
01-05-2023,20,80,47,89,52,18,22,1,98,80,58,6,12,88,91,48,65,48,94,71,89,74,16,84,0,14,58
02-05-2023,65,56,8,43,77,30,57,8,60,2,66,81,88,69,44,8,98,86,18,93,73,70,21,70,61,52,2
03-05-2023,76,35,65,61,90,32,90,28,20,55,0,62,93,59,12,61,13,29,89,76,80,37,6,67,28,41,12
04-05-2023,18,24,36,97,49,10,61,0,42,67,77,22,28,83,77,11,68,60,0,6,61,96,53,87,35,49,42
05-05-2023,47,46,78,58,94,60,92,45,54,55,11,27,42,36,55,61,59,42,87,26,32,24,34,16,14,72,39
06-05-2023,4,27,22,37,16,74,0,62,68,6,11,58,60,25,51,19,27,35,97,12,38,42,8,16,26,19,62
07-05-2023,60,43,10,65,98,40,99,40,67,35,13,36,31,24,84,36,37,3,60,16,87,68,21,95,86,64,42
08-05-2023,81,61,32,16,97,71,84,62,48,84,36,45,36,83,62,0,71,55,93,40,41,9,44,21,92,26,62
09-05-2023,46,38,52,68,8,88,67,83,59,70,23,71,78,94,67,42,42,27,26,65,21,54,60,30,25,64,14
10-05-2023,96,84,79,25,67,2,64,46,50,79,9,51,35,84,56,59,49,27,2,59,56,91,91,5,43,19,84
11-05-2023,34,88,6,59,27,53,16,69,74,90,84,36,66,49,38,64,75,41,40,58,60,97,71,55,78,73,80
12-05-2023,2,41,14,92,76,18,18,70,1,40,10,84,3,57,45,44,97,81,50,90,31,30,71,43,75,65,0
13-05-2023,49,3,5,22,12,33,47,93,74,15,96,91,81,43,15,68,75,44,36,68,9,21,97,68,90,8,10
14-05-2023,53,70,43,23,7,48,99,56,23,48,96,64,7,43,36,53,17,67,79,96,54,12,8,76,52,85,51
15-05-2023,56,62,87,80,38,61,1,0,30,18,20,44,38,93,53,2,58,32,87,6,7,95,42,53,71,80,5
16-05-2023,31,59,92,84,41,39,79,2,38,80,99,70,94,13,58,31,82,14,51,30,8,78,41,63,37,82,49
17-05-2023,49,36,54,24,41,0,72,53,93,13,76,0,12,52,39,30,44,41,18,28,79,49,13,26,42,38,28
18-05-2023,32,43,19,32,56,82,27,62,41,32,52,16,28,53,72,28,21,37,72,81,90,54,31,18,67,99,70
19-05-2023,17,50,33,91,56,57,56,11,87,89,51,52,15,86,6,31,2,63,86,71,87,78,12,56,36,66,29
20-05-2023,52,77,67,88,83,97,83,34,95,57,45,74,79,57,1,37,30,34,79,62,56,70,77,99,33,4,27
21-05-2023,97,64,40,5,66,77,49,54,5,96,41,97,93,75,42,21,42,90,43,21,33,13,29,39,70,76,50
22-05-2023,54,61,17,4,97,40,53,59,14,7,92,27,93,38,43,9,63,84,57,9,90,19,82,50,34,15,65
23-05-2023,72,66,90,21,95,16,82,47,19,89,40,7,57,67,51,91,30,1,30,8,82,90,58,61,27,17,44
24-05-2023,66,76,45,41,4,94,44,16,96,52,85,74,62,64,54,67,87,1,17,72,73,40,64,80,87,95,63
25-05-2023,19,32,0,49,84,81,51,86,77,8,37,2,43,56,21,32,0,87,91,0,69,15,84,67,74,96,89
26-05-2023,91,47,25,16,39,72,20,39,86,36,13,56,51,10,8,95,48,10,63,55,88,3,42,53,31,11,3
27-05-2023,37,44,33,54,46,79,88,19,75,19,64,67,11,81,98,40,62,1,25,43,49,91,24,76,31,54,45
28-05-2023,59,85,39,89,24,28,74,26,91,83,81,37,87,77,27,76,18,48,20,67,72,13,56,71,50,32,80
29-05-2023,67,38,38,67,26,65,36,15,53,42,42,49,65,92,94,71,49,37,23,42,48,91,15,78,91,21,34
30-05-2023,65,37,68,65,40,46,50,7,0,33,61,18,71,60,85,30,62,51,4,93,87,87,50,96,60,37,21
31-05-2023,61,56,44,87,24,12,26,96,63,16,66,78,84,67,13,60,8,79,8,62,69,7,43,87,2,22,91
01-06-2023,21,72,72,18,28,29,64,75,41,85,17,4,35,43,17,98,0,91,77,79,88,82,98,81,27,71,20
02-06-2023,63,25,20,5,62,55,54,42,5,76,19,23,85,8,34,58,97,51,73,84,7,53,63,16,34,19,29
03-06-2023,70,5,46,26,5,82,26,12,42,8,25,39,93,75,30,99,57,41,44,83,79,41,45,8,65,40,83
04-06-2023,8,55,84,93,41,93,89,52,67,22,10,69,76,15,0,82,75,97,50,6,70,40,93,64,73,67,90
05-06-2023,81,5,37,21,44,95,27,34,20,83,65,83,57,58,46,15,51,70,25,46,57,50,20,28,92,48,79
06-06-2023,79,31,57,98,58,86,17,18,59,47,61,62,76,43,68,34,20,22,13,8,25,36,19,70,90,7,34
07-06-2023,57,56,23,52,58,34,18,49,95,88,66,46,16,77,63,22,81,26,82,24,14,56,38,17,72,69,82
08-06-2023,37,18,45,35,77,24,59,25,13,26,72,81,54,86,44,5,11,24,3,15,34,77,92,66,88,48,31
09-06-2023,88,63,25,0,40,76,83,66,98,88,91,21,49,86,0,89,81,70,98,26,46,45,43,84,68,82,38
10-06-2023,36,2,37,14,54,84,38,95,52,7,58,16,81,40,2,63,47,50,28,45,22,33,44,36,39,68,88
11-06-2023,60,20,4,73,58,43,34,68,57,25,21,54,27,48,63,49,21,84,45,56,67,39,43,96,57,78,64
12-06-2023,42,51,23,48,26,3,11,2,94,97,2,34,63,58,98,14,94,81,66,53,73,39,37,1,39,63,68
13-06-2023,61,7,50,70,30,41,83,47,86,65,44,81,71,94,47,10,11,73,5,81,48,72,4,78,73,79,5
14-06-2023,54,86,52,91,66,5,39,41,37,90,66,20,36,31,48,37,77,8,0,11,54,32,50,7,48,49,6
15-06-2023,4,0,48,29,61,51,51,6,98,89,37,33,13,50,72,44,44,57,42,7,68,59,14,61,63,64,41
16-06-2023,30,39,20,93,72,96,88,22,35,8,49,84,19,88,7,53,9,2,97,74,67,32,55,7,66,2,1
17-06-2023,61,49,45,16,64,19,98,42,88,70,77,85,18,25,98,3,6,74,95,45,68,16,79,52,87,61,1
